Gender,Count,Attribute_1,Attribute_2,Attribute_3,Buckets,Prompt_Preview
male,0,Straight_Hair,Wearing_Hat,Rosy_Cheeks,"['hair_structure', 'other', 'other']","A realistic portrait of a male, with straight hair, wearing a hat, and rosy cheeks."
male,0,Receding_Hairline,Brown_Hair,Wearing_Hat,"['hair_structure', 'hair_color', 'other']","A realistic portrait of a male, with a receding hairline, brown hair, and wearing a hat."
male,0,Receding_Hairline,Blond_Hair,Arched_Eyebrows,"['hair_structure', 'hair_color', 'eyebrows']","A realistic portrait of a male, with a receding hairline, blond hair, and arched eyebrows."
male,0,Receding_Hairline,Blond_Hair,Wearing_Hat,"['hair_structure', 'hair_color', 'other']","A realistic portrait of a male, with a receding hairline, blond hair, and wearing a hat."
male,0,Receding_Hairline,Blond_Hair,Rosy_Cheeks,"['hair_structure', 'hair_color', 'other']","A realistic portrait of a male, with a receding hairline, blond hair, and rosy cheeks."
male,0,Receding_Hairline,Wearing_Necktie,Wearing_Hat,"['hair_structure', 'other', 'other']","A realistic portrait of a male, with a receding hairline, wearing a necktie, and wearing a hat."
male,0,Receding_Hairline,Wearing_Hat,Pale_Skin,"['hair_structure', 'other', 'other']","A realistic portrait of a male, with a receding hairline, wearing a hat, and pale skin."
male,0,Receding_Hairline,Wearing_Hat,Rosy_Cheeks,"['hair_structure', 'other', 'other']","A realistic portrait of a male, with a receding hairline, wearing a hat, and rosy cheeks."
male,0,Bangs,Gray_Hair,Wearing_Hat,"['hair_structure', 'hair_color', 'other']","A realistic portrait of a male, with bangs, gray hair, and wearing a hat."
male,0,Bangs,Gray_Hair,Pale_Skin,"['hair_structure', 'hair_color', 'other']","A realistic portrait of a male, with bangs, gray hair, and pale skin."
male,0,Bangs,Blond_Hair,Wearing_Hat,"['hair_structure', 'hair_color', 'other']","A realistic portrait of a male, with bangs, blond hair, and wearing a hat."
male,0,Bangs,Chubby,Rosy_Cheeks,"['hair_structure', 'face_shape', 'other']","A realistic portrait of a male, with bangs, chubby cheeks, and rosy cheeks."
male,0,Bangs,Eyeglasses,Rosy_Cheeks,"['hair_structure', 'other', 'other']","A realistic portrait of a male, with bangs, wearing eyeglasses, and rosy cheeks."
male,0,Bangs,Wearing_Hat,Rosy_Cheeks,"['hair_structure', 'other', 'other']","A realistic portrait of a male, with bangs, wearing a hat, and rosy cheeks."
male,0,Bald,Black_Hair,Wearing_Hat,"['hair_structure', 'hair_color', 'other']","A realistic portrait of a male, with a bald head, black hair, and wearing a hat."
male,0,Bald,Black_Hair,Rosy_Cheeks,"['hair_structure', 'hair_color', 'other']","A realistic portrait of a male, with a bald head, black hair, and rosy cheeks."
male,0,Bald,Brown_Hair,Bushy_Eyebrows,"['hair_structure', 'hair_color', 'eyebrows']","A realistic portrait of a male, with a bald head, brown hair, and bushy eyebrows."
male,0,Bald,Brown_Hair,Arched_Eyebrows,"['hair_structure', 'hair_color', 'eyebrows']","A realistic portrait of a male, with a bald head, brown hair, and arched eyebrows."
male,0,Bald,Brown_Hair,Big_Nose,"['hair_structure', 'hair_color', 'nose']","A realistic portrait of a male, with a bald head, brown hair, and a prominent nose."
male,0,Bald,Brown_Hair,Young,"['hair_structure', 'hair_color', 'other']","A realistic portrait of a male, with a bald head, brown hair, and a youthful appearance."
male,0,Bald,Brown_Hair,Attractive,"['hair_structure', 'hair_color', 'other']","A realistic portrait of a male, with a bald head, brown hair, and an attractive look."
male,0,Bald,Brown_Hair,Big_Lips,"['hair_structure', 'hair_color', 'other']","A realistic portrait of a male, with a bald head, brown hair, and full lips."
male,0,Bald,Brown_Hair,Narrow_Eyes,"['hair_structure', 'hair_color', 'other']","A realistic portrait of a male, with a bald head, brown hair, and narrow eyes."
male,0,Bald,Brown_Hair,Wearing_Hat,"['hair_structure', 'hair_color', 'other']","A realistic portrait of a male, with a bald head, brown hair, and wearing a hat."
male,0,Bald,Brown_Hair,Pale_Skin,"['hair_structure', 'hair_color', 'other']","A realistic portrait of a male, with a bald head, brown hair, and pale skin."
male,0,Bald,Brown_Hair,Rosy_Cheeks,"['hair_structure', 'hair_color', 'other']","A realistic portrait of a male, with a bald head, brown hair, and rosy cheeks."
male,0,Bald,Blond_Hair,High_Cheekbones,"['hair_structure', 'hair_color', 'face_shape']","A realistic portrait of a male, with a bald head, blond hair, and high cheekbones."
male,0,Bald,Blond_Hair,Oval_Face,"['hair_structure', 'hair_color', 'face_shape']","A realistic portrait of a male, with a bald head, blond hair, and an oval face."
male,0,Bald,Blond_Hair,Chubby,"['hair_structure', 'hair_color', 'face_shape']","A realistic portrait of a male, with a bald head, blond hair, and chubby cheeks."
male,0,Bald,Blond_Hair,Double_Chin,"['hair_structure', 'hair_color', 'face_shape']","A realistic portrait of a male, with a bald head, blond hair, and a double chin."
male,0,Bald,Blond_Hair,Bushy_Eyebrows,"['hair_structure', 'hair_color', 'eyebrows']","A realistic portrait of a male, with a bald head, blond hair, and bushy eyebrows."
male,0,Bald,Blond_Hair,Arched_Eyebrows,"['hair_structure', 'hair_color', 'eyebrows']","A realistic portrait of a male, with a bald head, blond hair, and arched eyebrows."
male,0,Bald,Blond_Hair,Bags_Under_Eyes,"['hair_structure', 'hair_color', 'other']","A realistic portrait of a male, with a bald head, blond hair, and bags under the eyes."
male,0,Bald,Blond_Hair,Wearing_Necktie,"['hair_structure', 'hair_color', 'other']","A realistic portrait of a male, with a bald head, blond hair, and wearing a necktie."
male,0,Bald,Blond_Hair,Big_Lips,"['hair_structure', 'hair_color', 'other']","A realistic portrait of a male, with a bald head, blond hair, and full lips."
male,0,Bald,Blond_Hair,Eyeglasses,"['hair_structure', 'hair_color', 'other']","A realistic portrait of a male, with a bald head, blond hair, and wearing eyeglasses."
male,0,Bald,Blond_Hair,Narrow_Eyes,"['hair_structure', 'hair_color', 'other']","A realistic portrait of a male, with a bald head, blond hair, and narrow eyes."
male,0,Bald,Blond_Hair,Wearing_Hat,"['hair_structure', 'hair_color', 'other']","A realistic portrait of a male, with a bald head, blond hair, and wearing a hat."
male,0,Bald,Blond_Hair,Pale_Skin,"['hair_structure', 'hair_color', 'other']","A realistic portrait of a male, with a bald head, blond hair, and pale skin."
male,0,Bald,Blond_Hair,Rosy_Cheeks,"['hair_structure', 'hair_color', 'other']","A realistic portrait of a male, with a bald head, blond hair, and rosy cheeks."
male,0,Bald,Young,Rosy_Cheeks,"['hair_structure', 'other', 'other']","A realistic portrait of a male, with a bald head, a youthful appearance, and rosy cheeks."
male,0,Bald,Attractive,Wearing_Hat,"['hair_structure', 'other', 'other']","A realistic portrait of a male, with a bald head, an attractive look, and wearing a hat."
male,0,Bald,Attractive,Rosy_Cheeks,"['hair_structure', 'other', 'other']","A realistic portrait of a male, with a bald head, an attractive look, and rosy cheeks."
male,0,Bald,Big_Lips,Pale_Skin,"['hair_structure', 'other', 'other']","A realistic portrait of a male, with a bald head, full lips, and pale skin."
male,0,Bald,Big_Lips,Rosy_Cheeks,"['hair_structure', 'other', 'other']","A realistic portrait of a male, with a bald head, full lips, and rosy cheeks."
male,0,Bald,Wearing_Hat,Pale_Skin,"['hair_structure', 'other', 'other']","A realistic portrait of a male, with a bald head, wearing a hat, and pale skin."
male,0,Bald,Wearing_Hat,Rosy_Cheeks,"['hair_structure', 'other', 'other']","A realistic portrait of a male, with a bald head, wearing a hat, and rosy cheeks."
male,0,Bald,Pale_Skin,Rosy_Cheeks,"['hair_structure', 'other', 'other']","A realistic portrait of a male, with a bald head, pale skin, and rosy cheeks."
male,0,Brown_Hair,Chubby,Wearing_Hat,"['hair_color', 'face_shape', 'other']","A realistic portrait of a male, with brown hair, chubby cheeks, and wearing a hat."
male,0,Brown_Hair,Double_Chin,Wearing_Hat,"['hair_color', 'face_shape', 'other']","A realistic portrait of a male, with brown hair, a double chin, and wearing a hat."
male,0,Brown_Hair,Arched_Eyebrows,Rosy_Cheeks,"['hair_color', 'eyebrows', 'other']","A realistic portrait of a male, with brown hair, arched eyebrows, and rosy cheeks."
male,0,Brown_Hair,Wearing_Necktie,Wearing_Hat,"['hair_color', 'other', 'other']","A realistic portrait of a male, with brown hair, wearing a necktie, and wearing a hat."
male,0,Brown_Hair,Eyeglasses,Rosy_Cheeks,"['hair_color', 'other', 'other']","A realistic portrait of a male, with brown hair, wearing eyeglasses, and rosy cheeks."
male,0,Brown_Hair,Wearing_Hat,Rosy_Cheeks,"['hair_color', 'other', 'other']","A realistic portrait of a male, with brown hair, wearing a hat, and rosy cheeks."
male,0,Gray_Hair,Arched_Eyebrows,Wearing_Hat,"['hair_color', 'eyebrows', 'other']","A realistic portrait of a male, with gray hair, arched eyebrows, and wearing a hat."
male,0,Gray_Hair,Young,Rosy_Cheeks,"['hair_color', 'other', 'other']","A realistic portrait of a male, with gray hair, a youthful appearance, and rosy cheeks."
male,0,Gray_Hair,Attractive,Rosy_Cheeks,"['hair_color', 'other', 'other']","A realistic portrait of a male, with gray hair, an attractive look, and rosy cheeks."
male,0,Gray_Hair,Wearing_Hat,Rosy_Cheeks,"['hair_color', 'other', 'other']","A realistic portrait of a male, with gray hair, wearing a hat, and rosy cheeks."
male,0,Blond_Hair,Chubby,Bushy_Eyebrows,"['hair_color', 'face_shape', 'eyebrows']","A realistic portrait of a male, with blond hair, chubby cheeks, and bushy eyebrows."
male,0,Blond_Hair,Chubby,Arched_Eyebrows,"['hair_color', 'face_shape', 'eyebrows']","A realistic portrait of a male, with blond hair, chubby cheeks, and arched eyebrows."
male,0,Blond_Hair,Chubby,Rosy_Cheeks,"['hair_color', 'face_shape', 'other']","A realistic portrait of a male, with blond hair, chubby cheeks, and rosy cheeks."
male,0,Blond_Hair,Double_Chin,Bushy_Eyebrows,"['hair_color', 'face_shape', 'eyebrows']","A realistic portrait of a male, with blond hair, a double chin, and bushy eyebrows."
male,0,Blond_Hair,Double_Chin,Arched_Eyebrows,"['hair_color', 'face_shape', 'eyebrows']","A realistic portrait of a male, with blond hair, a double chin, and arched eyebrows."
male,0,Blond_Hair,Double_Chin,Wearing_Hat,"['hair_color', 'face_shape', 'other']","A realistic portrait of a male, with blond hair, a double chin, and wearing a hat."
male,0,Blond_Hair,Arched_Eyebrows,Eyeglasses,"['hair_color', 'eyebrows', 'other']","A realistic portrait of a male, with blond hair, arched eyebrows, and wearing eyeglasses."
male,0,Blond_Hair,Arched_Eyebrows,Rosy_Cheeks,"['hair_color', 'eyebrows', 'other']","A realistic portrait of a male, with blond hair, arched eyebrows, and rosy cheeks."
male,0,Blond_Hair,Bags_Under_Eyes,Wearing_Hat,"['hair_color', 'other', 'other']","A realistic portrait of a male, with blond hair, bags under the eyes, and wearing a hat."
male,0,Blond_Hair,Bags_Under_Eyes,Rosy_Cheeks,"['hair_color', 'other', 'other']","A realistic portrait of a male, with blond hair, bags under the eyes, and rosy cheeks."
male,0,Blond_Hair,Big_Lips,Wearing_Hat,"['hair_color', 'other', 'other']","A realistic portrait of a male, with blond hair, full lips, and wearing a hat."
male,0,Blond_Hair,Big_Lips,Rosy_Cheeks,"['hair_color', 'other', 'other']","A realistic portrait of a male, with blond hair, full lips, and rosy cheeks."
male,0,Blond_Hair,Narrow_Eyes,Wearing_Hat,"['hair_color', 'other', 'other']","A realistic portrait of a male, with blond hair, narrow eyes, and wearing a hat."
male,0,Blond_Hair,Narrow_Eyes,Rosy_Cheeks,"['hair_color', 'other', 'other']","A realistic portrait of a male, with blond hair, narrow eyes, and rosy cheeks."
male,0,Blond_Hair,Wearing_Hat,Pale_Skin,"['hair_color', 'other', 'other']","A realistic portrait of a male, with blond hair, wearing a hat, and pale skin."
male,0,Blond_Hair,Wearing_Hat,Rosy_Cheeks,"['hair_color', 'other', 'other']","A realistic portrait of a male, with blond hair, wearing a hat, and rosy cheeks."
male,0,Double_Chin,Attractive,Rosy_Cheeks,"['face_shape', 'other', 'other']","A realistic portrait of a male, with a double chin, an attractive look, and rosy cheeks."
male,0,Arched_Eyebrows,Eyeglasses,Rosy_Cheeks,"['eyebrows', 'other', 'other']","A realistic portrait of a male, with arched eyebrows, wearing eyeglasses, and rosy cheeks."
male,0,Arched_Eyebrows,Wearing_Hat,Rosy_Cheeks,"['eyebrows', 'other', 'other']","A realistic portrait of a male, with arched eyebrows, wearing a hat, and rosy cheeks."
male,0,Arched_Eyebrows,Pale_Skin,Rosy_Cheeks,"['eyebrows', 'other', 'other']","A realistic portrait of a male, with arched eyebrows, pale skin, and rosy cheeks."
male,0,Bags_Under_Eyes,Pale_Skin,Rosy_Cheeks,"['other', 'other', 'other']","A realistic portrait of a male, with bags under the eyes, pale skin, and rosy cheeks."
male,0,Big_Lips,Eyeglasses,Rosy_Cheeks,"['other', 'other', 'other']","A realistic portrait of a male, with full lips, wearing eyeglasses, and rosy cheeks."
male,0,Big_Lips,Wearing_Hat,Rosy_Cheeks,"['other', 'other', 'other']","A realistic portrait of a male, with full lips, wearing a hat, and rosy cheeks."
male,0,Eyeglasses,Wearing_Hat,Rosy_Cheeks,"['other', 'other', 'other']","A realistic portrait of a male, with wearing eyeglasses, wearing a hat, and rosy cheeks."
male,0,Narrow_Eyes,Wearing_Hat,Rosy_Cheeks,"['other', 'other', 'other']","A realistic portrait of a male, with narrow eyes, wearing a hat, and rosy cheeks."
male,0,Wearing_Hat,Pale_Skin,Rosy_Cheeks,"['other', 'other', 'other']","A realistic portrait of a male, with wearing a hat, pale skin, and rosy cheeks."
female,0,Heavy_Makeup,Gray_Hair,Wearing_Hat,"['makeup_style', 'hair_color', 'other']","A realistic portrait of a female, with heavy makeup, gray hair, and wearing a hat."
female,0,Wearing_Earrings,Receding_Hairline,Wearing_Hat,"['makeup_style', 'hair_structure', 'other']","A realistic portrait of a female, with wearing earrings, a receding hairline, and wearing a hat."
female,0,Wearing_Necklace,Receding_Hairline,Wearing_Hat,"['makeup_style', 'hair_structure', 'other']","A realistic portrait of a female, with wearing a necklace, a receding hairline, and wearing a hat."
female,0,Wearing_Necklace,Gray_Hair,Wearing_Hat,"['makeup_style', 'hair_color', 'other']","A realistic portrait of a female, with wearing a necklace, gray hair, and wearing a hat."
female,0,Bangs,Bushy_Eyebrows,Eyeglasses,"['hair_structure', 'eyebrows', 'other']","A realistic portrait of a female, with bangs, bushy eyebrows, and wearing eyeglasses."
female,0,Straight_Hair,Gray_Hair,Wearing_Hat,"['hair_structure', 'hair_color', 'other']","A realistic portrait of a female, with straight hair, gray hair, and wearing a hat."
female,0,Receding_Hairline,Brown_Hair,Wearing_Hat,"['hair_structure', 'hair_color', 'other']","A realistic portrait of a female, with a receding hairline, brown hair, and wearing a hat."
female,0,Receding_Hairline,Blond_Hair,Wearing_Hat,"['hair_structure', 'hair_color', 'other']","A realistic portrait of a female, with a receding hairline, blond hair, and wearing a hat."
female,0,Receding_Hairline,Gray_Hair,Wearing_Hat,"['hair_structure', 'hair_color', 'other']","A realistic portrait of a female, with a receding hairline, gray hair, and wearing a hat."
female,0,Receding_Hairline,High_Cheekbones,Wearing_Hat,"['hair_structure', 'face_shape', 'other']","A realistic portrait of a female, with a receding hairline, high cheekbones, and wearing a hat."
female,0,Receding_Hairline,Oval_Face,Wearing_Hat,"['hair_structure', 'face_shape', 'other']","A realistic portrait of a female, with a receding hairline, an oval face, and wearing a hat."
female,0,Receding_Hairline,Chubby,Wearing_Hat,"['hair_structure', 'face_shape', 'other']","A realistic portrait of a female, with a receding hairline, chubby cheeks, and wearing a hat."
female,0,Receding_Hairline,Double_Chin,Wearing_Hat,"['hair_structure', 'face_shape', 'other']","A realistic portrait of a female, with a receding hairline, a double chin, and wearing a hat."
female,0,Receding_Hairline,Pointy_Nose,Wearing_Hat,"['hair_structure', 'nose', 'other']","A realistic portrait of a female, with a receding hairline, a pointy nose, and wearing a hat."
female,0,Receding_Hairline,Attractive,Wearing_Hat,"['hair_structure', 'other', 'other']","A realistic portrait of a female, with a receding hairline, an attractive look, and wearing a hat."
female,0,Receding_Hairline,Smiling,Wearing_Hat,"['hair_structure', 'other', 'other']","A realistic portrait of a female, with a receding hairline, a smile, and wearing a hat."
female,0,Receding_Hairline,Big_Lips,Wearing_Hat,"['hair_structure', 'other', 'other']","A realistic portrait of a female, with a receding hairline, full lips, and wearing a hat."
female,0,Receding_Hairline,Rosy_Cheeks,Wearing_Hat,"['hair_structure', 'other', 'other']","A realistic portrait of a female, with a receding hairline, rosy cheeks, and wearing a hat."
female,0,Receding_Hairline,Bags_Under_Eyes,Wearing_Hat,"['hair_structure', 'other', 'other']","A realistic portrait of a female, with a receding hairline, bags under the eyes, and wearing a hat."
female,0,Receding_Hairline,Pale_Skin,Wearing_Hat,"['hair_structure', 'other', 'other']","A realistic portrait of a female, with a receding hairline, pale skin, and wearing a hat."
female,0,Receding_Hairline,Wearing_Hat,Eyeglasses,"['hair_structure', 'other', 'other']","A realistic portrait of a female, with a receding hairline, wearing a hat, and wearing eyeglasses."
female,0,Brown_Hair,Chubby,Wearing_Hat,"['hair_color', 'face_shape', 'other']","A realistic portrait of a female, with brown hair, chubby cheeks, and wearing a hat."
female,0,Brown_Hair,Double_Chin,Wearing_Hat,"['hair_color', 'face_shape', 'other']","A realistic portrait of a female, with brown hair, a double chin, and wearing a hat."
female,0,Blond_Hair,Chubby,Bushy_Eyebrows,"['hair_color', 'face_shape', 'eyebrows']","A realistic portrait of a female, with blond hair, chubby cheeks, and bushy eyebrows."
female,0,Blond_Hair,Chubby,Wearing_Hat,"['hair_color', 'face_shape', 'other']","A realistic portrait of a female, with blond hair, chubby cheeks, and wearing a hat."
female,0,Blond_Hair,Double_Chin,Bushy_Eyebrows,"['hair_color', 'face_shape', 'eyebrows']","A realistic portrait of a female, with blond hair, a double chin, and bushy eyebrows."
female,0,Blond_Hair,Double_Chin,Wearing_Hat,"['hair_color', 'face_shape', 'other']","A realistic portrait of a female, with blond hair, a double chin, and wearing a hat."
female,0,Black_Hair,Double_Chin,Wearing_Hat,"['hair_color', 'face_shape', 'other']","A realistic portrait of a female, with black hair, a double chin, and wearing a hat."
female,0,Gray_Hair,Chubby,Bushy_Eyebrows,"['hair_color', 'face_shape', 'eyebrows']","A realistic portrait of a female, with gray hair, chubby cheeks, and bushy eyebrows."
female,0,Gray_Hair,Chubby,Young,"['hair_color', 'face_shape', 'other']","A realistic portrait of a female, with gray hair, chubby cheeks, and a youthful appearance."
female,0,Gray_Hair,Chubby,Attractive,"['hair_color', 'face_shape', 'other']","A realistic portrait of a female, with gray hair, chubby cheeks, and an attractive look."
female,0,Gray_Hair,Chubby,Wearing_Hat,"['hair_color', 'face_shape', 'other']","A realistic portrait of a female, with gray hair, chubby cheeks, and wearing a hat."
female,0,Gray_Hair,Double_Chin,Bushy_Eyebrows,"['hair_color', 'face_shape', 'eyebrows']","A realistic portrait of a female, with gray hair, a double chin, and bushy eyebrows."
female,0,Gray_Hair,Double_Chin,Young,"['hair_color', 'face_shape', 'other']","A realistic portrait of a female, with gray hair, a double chin, and a youthful appearance."
female,0,Gray_Hair,Double_Chin,Attractive,"['hair_color', 'face_shape', 'other']","A realistic portrait of a female, with gray hair, a double chin, and an attractive look."
female,0,Gray_Hair,Bushy_Eyebrows,Narrow_Eyes,"['hair_color', 'eyebrows', 'other']","A realistic portrait of a female, with gray hair, bushy eyebrows, and narrow eyes."
female,0,Gray_Hair,Bushy_Eyebrows,Eyeglasses,"['hair_color', 'eyebrows', 'other']","A realistic portrait of a female, with gray hair, bushy eyebrows, and wearing eyeglasses."
female,0,Gray_Hair,Pointy_Nose,Wearing_Hat,"['hair_color', 'nose', 'other']","A realistic portrait of a female, with gray hair, a pointy nose, and wearing a hat."
female,0,Gray_Hair,Attractive,Wearing_Hat,"['hair_color', 'other', 'other']","A realistic portrait of a female, with gray hair, an attractive look, and wearing a hat."
female,0,Gray_Hair,Big_Lips,Wearing_Hat,"['hair_color', 'other', 'other']","A realistic portrait of a female, with gray hair, full lips, and wearing a hat."
female,0,Gray_Hair,Rosy_Cheeks,Wearing_Hat,"['hair_color', 'other', 'other']","A realistic portrait of a female, with gray hair, rosy cheeks, and wearing a hat."
female,0,Gray_Hair,Narrow_Eyes,Wearing_Hat,"['hair_color', 'other', 'other']","A realistic portrait of a female, with gray hair, narrow eyes, and wearing a hat."
female,0,Gray_Hair,Wearing_Hat,Eyeglasses,"['hair_color', 'other', 'other']","A realistic portrait of a female, with gray hair, wearing a hat, and wearing eyeglasses."
female,0,Chubby,Bushy_Eyebrows,Eyeglasses,"['face_shape', 'eyebrows', 'other']","A realistic portrait of a female, with chubby cheeks, bushy eyebrows, and wearing eyeglasses."
female,0,Double_Chin,Bushy_Eyebrows,Eyeglasses,"['face_shape', 'eyebrows', 'other']","A realistic portrait of a female, with a double chin, bushy eyebrows, and wearing eyeglasses."
female,0,Double_Chin,Pale_Skin,Wearing_Hat,"['face_shape', 'other', 'other']","A realistic portrait of a female, with a double chin, pale skin, and wearing a hat."
female,0,Bushy_Eyebrows,Rosy_Cheeks,Eyeglasses,"['eyebrows', 'other', 'other']","A realistic portrait of a female, with bushy eyebrows, rosy cheeks, and wearing eyeglasses."
female,0,Bushy_Eyebrows,Narrow_Eyes,Eyeglasses,"['eyebrows', 'other', 'other']","A realistic portrait of a female, with bushy eyebrows, narrow eyes, and wearing eyeglasses."
female,0,Bushy_Eyebrows,Bags_Under_Eyes,Eyeglasses,"['eyebrows', 'other', 'other']","A realistic portrait of a female, with bushy eyebrows, bags under the eyes, and wearing eyeglasses."
female,0,Bushy_Eyebrows,Wearing_Hat,Eyeglasses,"['eyebrows', 'other', 'other']","A realistic portrait of a female, with bushy eyebrows, wearing a hat, and wearing eyeglasses."
female,0,Rosy_Cheeks,Narrow_Eyes,Eyeglasses,"['other', 'other', 'other']","A realistic portrait of a female, with rosy cheeks, narrow eyes, and wearing eyeglasses."
female,0,Rosy_Cheeks,Bags_Under_Eyes,Eyeglasses,"['other', 'other', 'other']","A realistic portrait of a female, with rosy cheeks, bags under the eyes, and wearing eyeglasses."
female,0,Rosy_Cheeks,Pale_Skin,Eyeglasses,"['other', 'other', 'other']","A realistic portrait of a female, with rosy cheeks, pale skin, and wearing eyeglasses."
female,0,Rosy_Cheeks,Wearing_Hat,Eyeglasses,"['other', 'other', 'other']","A realistic portrait of a female, with rosy cheeks, wearing a hat, and wearing eyeglasses."
male,1,5_o_Clock_Shadow,Bangs,Rosy_Cheeks,"['facial_hair', 'hair_structure', 'other']","A realistic portrait of a male, with a five o'clock shadow, bangs, and rosy cheeks."
